one_week_perf,one_month_perf,three_month_perf,six_month_perf,one_year_perf,bull_bear_signal,technical_rating,ad_trend,avg_volume_6_days,avg_volume_9_days,avg_volume_12_days,avg_volume_15_days,avg_volume_30_days,q1,q2,q3,q4,capital_fund_to_rwa,npl_to_total_loan,return_on_equity,total_loan_loss_provision_to_npl,symbol,market_cap,stock_bonus,eps_ttm,roa_ttm,roe_ttm,pr_ratio
-3.87,12.14,3.09,3.17,68.14,-,BY,Accumulation,12553.0,12386.0,11441.0,10159.0,7656.0,,,,,11.0,4.0,12.0,147.0,GILB (Global IME Laghubitta Bittiya Sanstha ),8460363000.0,"[{'id': 1150, 'symbol': 'GILB', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 10, 'total': 10, 'fiscal_year': '2079/2080'}, {'id': 1151, 'symbol': 'GILB', 'sector': 'MICROFINANCE', 'bonus': 12, 'cash': 8, 'total': 20, 'fiscal_year': '2078/2079'}, {'id': 1152, 'symbol': 'GILB', 'sector': 'MICROFINANCE', 'bonus': 28, 'cash': 0, 'total': 28, 'fiscal_year': '2077/2078'}, {'id': 1153, 'symbol': 'GILB', 'sector': 'MICROFINANCE', 'bonus': 27.4714, 'cash': 1.45, 'total': 28.9214, 'fiscal_year': '2076/2077'}, {'id': 1154, 'symbol': 'GILB', 'sector': 'MICROFINANCE', 'bonus': 17.5, 'cash': 0.9211, 'total': 18.4211, 'fiscal_year': '2075/2076'}, {'id': 1155, 'symbol': 'GILB', 'sector': 'MICROFINANCE', 'bonus': 15, 'cash': 0.7895, 'total': 15.7895, 'fiscal_year': '2074/2075'}, {'id': 1156, 'symbol': 'GILB', 'sector': 'MICROFINANCE', 'bonus': 13.33, 'cash': 0.701, 'total': 14.031, 'fiscal_year': '2073/2074'}, {'id': 1157, 'symbol': 'GILB', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 20, 'total': 20, 'fiscal_year': '2072/2073'}]",38.24,0.02,0.18,35.75
-4.67,27.47,18.01,70.68,235.67,-,BY,Distribution,20327.0,14980.0,11636.0,10132.0,7231.0,192.86%,38.05%,180.82%,193.28%,8.0,2.0,20.0,38.0,GLBSL (Gurans Laghubitta Bittiya Sanstha ),3499919130.0,"[{'id': 1160, 'symbol': 'GLBSL', 'sector': 'MICROFINANCE', 'bonus': 4, 'cash': 0.2105, 'total': 4.2105, 'fiscal_year': '2078/2079'}, {'id': 1161, 'symbol': 'GLBSL', 'sector': 'MICROFINANCE', 'bonus': 16.9065, 'cash': 0.8898, 'total': 17.796300000000002, 'fiscal_year': '2077/2078'}, {'id': 1162, 'symbol': 'GLBSL', 'sector': 'MICROFINANCE', 'bonus': 7.6129, 'cash': 0.4007, 'total': 8.0136, 'fiscal_year': '2075/2076'}]",26.7,0.02,0.23,113.17
-2.14,2.7,4.04,18.86,126.27,-,BY,Distribution,5864.0,5157.0,4508.0,4559.0,5034.0,67.85%,21.03%,47.50%,68.33%,8.0,4.0,5.0,84.0,GMFBS (Ganapati Microfinance Bittiya Sanstha ),2846193510.0,"[{'id': 1171, 'symbol': 'GMFBS', 'sector': 'MICROFINANCE', 'bonus': 19, 'cash': 1, 'total': 20, 'fiscal_year': '2077/2078'}, {'id': 1172, 'symbol': 'GMFBS', 'sector': 'MICROFINANCE', 'bonus': 15, 'cash': 0.79, 'total': 15.79, 'fiscal_year': '2076/2077'}, {'id': 1173, 'symbol': 'GMFBS', 'sector': 'MICROFINANCE', 'bonus': 7, 'cash': 0.3684, 'total': 7.3684, 'fiscal_year': '2075/2076'}]",16.3,0.01,0.15,115.23
0.08,9.49,3.38,3.17,89.58,-,BY,Distribution,14254.0,12444.0,11191.0,11619.0,10981.0,46.96%,23.34%,13.00%,19.20%,9.0,4.0,3.0,27.0,HLBSL (Himalayan Laghubitta Bittiya Sanstha Limited),3431649286.0,"[{'id': 1226, 'symbol': 'HLBSL', 'sector': 'MICROFINANCE', 'bonus': 11, 'cash': 0.5789, 'total': 11.5789, 'fiscal_year': '2078/2079'}, {'id': 1227, 'symbol': 'HLBSL', 'sector': 'MICROFINANCE', 'bonus': 19, 'cash': 1, 'total': 20, 'fiscal_year': '2077/2078'}, {'id': 1228, 'symbol': 'HLBSL', 'sector': 'MICROFINANCE', 'bonus': 3.5, 'cash': 0.1842, 'total': 3.6842, 'fiscal_year': '2076/2077'}, {'id': 1229, 'symbol': 'HLBSL', 'sector': 'MICROFINANCE', 'bonus': 5, 'cash': 5, 'total': 10, 'fiscal_year': '2075/2076'}, {'id': 1230, 'symbol': 'HLBSL', 'sector': 'MICROFINANCE', 'bonus': 4, 'cash': 3.894, 'total': 7.894, 'fiscal_year': '2074/2075'}, {'id': 1231, 'symbol': 'HLBSL', 'sector': 'MICROFINANCE', 'bonus': 4.5, 'cash': 0.2368, 'total': 4.7368, 'fiscal_year': '2073/2074'}]",16.3,0.01,0.06,65.83
-0.8,8.73,9.21,9.4,105.79,-,BY,Accumulation,14854.0,12363.0,11027.0,10885.0,10033.0,59.91%,28.20%,40.37%,66.65%,8.0,4.0,4.0,32.0,ACLBSL (Aarambha Chautari Laghubitta Bittiya Sanstha Limited),4570935330.0,"[{'id': 897, 'symbol': 'ACLBSL', 'sector': 'MICROFINANCE', 'bonus': 21, 'cash': 0, 'total': 21, 'fiscal_year': '2077/2078'}, {'id': 898, 'symbol': 'ACLBSL', 'sector': 'MICROFINANCE', 'bonus': 8.85, 'cash': 0, 'total': 8.85, 'fiscal_year': '2076/2077'}]",17.79,0.01,0.12,69.99
-0.16,7.58,-1.05,-4.51,50.29,-,BY,Accumulation,9462.0,8833.0,10156.0,9272.0,6925.0,103.56%,54.16%,96.00%,120.93%,11.0,4.0,9.0,36.0,ILBS (Infinity Laghubitta Bittiya Sanstha Limited),5158270288.0,"[{'id': 1248, 'symbol': 'ILBS', 'sector': 'MICROFINANCE', 'bonus': 20, 'cash': 0, 'total': 20, 'fiscal_year': '2078/2079'}, {'id': 1249, 'symbol': 'ILBS', 'sector': 'MICROFINANCE', 'bonus': 27.7, 'cash': 1.46, 'total': 29.16, 'fiscal_year': '2077/2078'}, {'id': 1250, 'symbol': 'ILBS', 'sector': 'MICROFINANCE', 'bonus': 14.25, 'cash': 0.75, 'total': 15, 'fiscal_year': '2076/2077'}, {'id': 1251, 'symbol': 'ILBS', 'sector': 'MICROFINANCE', 'bonus': 10, 'cash': 5, 'total': 15, 'fiscal_year': '2075/2076'}]",-38.05,-0.01,-0.07,-27.26
-2.18,3.73,-16.62,-16.52,13.84,-,-,Distribution,4873.0,4598.0,4243.0,4472.0,4181.0,1.65%,1.54%,-8.27%,7.59%,10.0,4.0,10.0,117.0,JBLB (Jeevan Bikas Laghubitta Bittya Sanstha Ltd),18730398730.0,"[{'id': 1264, 'symbol': 'JBLB', 'sector': 'MICROFINANCE', 'bonus': 14, 'cash': 0.7369, 'total': 14.7369, 'fiscal_year': '2079/2080'}, {'id': 1265, 'symbol': 'JBLB', 'sector': 'MICROFINANCE', 'bonus': 14.285, 'cash': 0.714, 'total': 14.999, 'fiscal_year': '2078/2079'}, {'id': 1266, 'symbol': 'JBLB', 'sector': 'MICROFINANCE', 'bonus': 70, 'cash': 3.68, 'total': 73.68, 'fiscal_year': '2077/2078'}]",30.49,0.02,0.18,45.59
-5.74,3.72,3.81,18.58,95.38,-,BY,Distribution,8914.0,8034.0,6898.0,6053.0,4703.0,38.22%,24.79%,14.85%,37.26%,9.0,10.0,4.0,54.0,JSLBB (Janautthan Samudayic Laghubitta Bikas Bank),2874553110.0,"[{'id': 1277, 'symbol': 'JSLBB', 'sector': 'MICROFINANCE', 'bonus': 15, 'cash': 0.7895, 'total': 15.7895, 'fiscal_year': '2078/2079'}, {'id': 1278, 'symbol': 'JSLBB', 'sector': 'MICROFINANCE', 'bonus': 25, 'cash': 1.3157, 'total': 26.3157, 'fiscal_year': '2077/2078'}, {'id': 1279, 'symbol': 'JSLBB', 'sector': 'MICROFINANCE', 'bonus': 49.4, 'cash': 2.6, 'total': 52, 'fiscal_year': '2076/2077'}, {'id': 1280, 'symbol': 'JSLBB', 'sector': 'MICROFINANCE', 'bonus': 25, 'cash': 1.32, 'total': 26.32, 'fiscal_year': '2075/2076'}, {'id': 1281, 'symbol': 'JSLBB', 'sector': 'MICROFINANCE', 'bonus': 20, 'cash': 1.05, 'total': 21.05, 'fiscal_year': '2074/2075'}, {'id': 1282, 'symbol': 'JSLBB', 'sector': 'MICROFINANCE', 'bonus': 20, 'cash': 1.05, 'total': 21.05, 'fiscal_year': '2073/2074'}, {'id': 1283, 'symbol': 'JSLBB', 'sector': 'MICROFINANCE', 'bonus': 20, 'cash': 0, 'total': 20, 'fiscal_year': '2072/2073'}, {'id': 1284, 'symbol': 'JSLBB', 'sector': 'MICROFINANCE', 'bonus': 20, 'cash': 0, 'total': 20, 'fiscal_year': '2071/2072'}]",-9.32,-0.0,-0.02,-181.4
-1.96,9.29,5.45,11.73,89.87,-,BY,Distribution,17417.0,17649.0,14954.0,16054.0,12989.0,45.04%,24.54%,27.92%,50.24%,13.0,4.0,7.0,105.0,KMCDB (Kalika Laghubitta Bittiya Sanstha),4467860400.0,"[{'id': 1299, 'symbol': 'KMCDB', 'sector': 'MICROFINANCE', 'bonus': 19, 'cash': 1, 'total': 20, 'fiscal_year': '2078/2079'}, {'id': 1300, 'symbol': 'KMCDB', 'sector': 'MICROFINANCE', 'bonus': 13, 'cash': 0, 'total': 13, 'fiscal_year': '2077/2078'}, {'id': 1301, 'symbol': 'KMCDB', 'sector': 'MICROFINANCE', 'bonus': 10, 'cash': 0, 'total': 10, 'fiscal_year': '2076/2077'}, {'id': 1302, 'symbol': 'KMCDB', 'sector': 'MICROFINANCE', 'bonus': 8, 'cash': 0.42, 'total': 8.42, 'fiscal_year': '2074/2075'}, {'id': 1303, 'symbol': 'KMCDB', 'sector': 'MICROFINANCE', 'bonus': 21.21, 'cash': 1.116, 'total': 22.326, 'fiscal_year': '2073/2074'}, {'id': 1304, 'symbol': 'KMCDB', 'sector': 'MICROFINANCE', 'bonus': 65, 'cash': 3.421, 'total': 68.421, 'fiscal_year': '2072/2073'}]",20.68,0.02,0.14,58.03
0.08,9.6,7.71,4.98,61.77,-,BY,No Change,19638.0,14420.0,11596.0,9457.0,6227.0,51.28%,28.72%,28.57%,56.52%,8.0,7.0,7.0,84.0,LLBS (Laxmi Laghubitta Bittiya Sanstha),5494276524.0,"[{'id': 1346, 'symbol': 'LLBS', 'sector': 'MICROFINANCE', 'bonus': 15, 'cash': 5, 'total': 20, 'fiscal_year': '2078/2079'}, {'id': 1347, 'symbol': 'LLBS', 'sector': 'MICROFINANCE', 'bonus': 20, 'cash': 7.37, 'total': 27.37, 'fiscal_year': '2077/2078'}, {'id': 1348, 'symbol': 'LLBS', 'sector': 'MICROFINANCE', 'bonus': 15, 'cash': 8.16, 'total': 23.16, 'fiscal_year': '2076/2077'}, {'id': 1349, 'symbol': 'LLBS', 'sector': 'MICROFINANCE', 'bonus': 15, 'cash': 11.32, 'total': 26.32, 'fiscal_year': '2075/2076'}, {'id': 1350, 'symbol': 'LLBS', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 26.32, 'total': 26.32, 'fiscal_year': '2074/2075'}, {'id': 1352, 'symbol': 'LLBS', 'sector': 'MICROFINANCE', 'bonus': 10, 'cash': 16.32, 'total': 26.32, 'fiscal_year': '2073/2074'}, {'id': 1351, 'symbol': 'LLBS', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 10.525, 'total': 10.525, 'fiscal_year': '2072/2073'}, {'id': 1353, 'symbol': 'LLBS', 'sector': 'MICROFINANCE', 'bonus': 10, 'cash': 0.53, 'total': 10.53, 'fiscal_year': '2071/2072'}]",7.97,0.01,0.07,156.16
-1.4,13.09,-2.88,-0.96,,-,BY,Accumulation,5777.0,8399.0,6978.0,6045.0,4333.0,,,,,,,,,MATRI (Matribhumi Lagubitta Bittiya Sanstha Limited),8470257752.0,,-25.92,0.01,0.05,-52.0
-1.1,13.65,-4.25,-5.2,43.2,-,BY,Accumulation,17136.0,15063.0,12732.0,12384.0,9522.0,,,,,12.0,7.0,8.0,36.0,MERO (Mero Microfinance Bittiya Sanstha Ltd.),10111206894.0,"[{'id': 1399, 'symbol': 'MERO', 'sector': 'MICROFINANCE', 'bonus': 10, 'cash': 10, 'total': 20, 'fiscal_year': '2078/2079'}, {'id': 1400, 'symbol': 'MERO', 'sector': 'MICROFINANCE', 'bonus': 20, 'cash': 1.0526, 'total': 21.052599999999998, 'fiscal_year': '2077/2078'}, {'id': 1401, 'symbol': 'MERO', 'sector': 'MICROFINANCE', 'bonus': 16.9399, 'cash': 0.8916, 'total': 17.831500000000002, 'fiscal_year': '2076/2077'}, {'id': 1402, 'symbol': 'MERO', 'sector': 'MICROFINANCE', 'bonus': 30, 'cash': 1.58, 'total': 31.58, 'fiscal_year': '2075/2076'}, {'id': 1403, 'symbol': 'MERO', 'sector': 'MICROFINANCE', 'bonus': 15, 'cash': 11.32, 'total': 26.32, 'fiscal_year': '2074/2075'}, {'id': 1404, 'symbol': 'MERO', 'sector': 'MICROFINANCE', 'bonus': 30, 'cash': 12.105, 'total': 42.105000000000004, 'fiscal_year': '2073/2074'}, {'id': 1405, 'symbol': 'MERO', 'sector': 'MICROFINANCE', 'bonus': 10, 'cash': 10, 'total': 20, 'fiscal_year': '2072/2073'}]",12.05,0.02,0.11,63.55
-1.81,2.01,0.91,17.57,126.78,-,BY,Accumulation,7372.0,7427.0,9768.0,9128.0,9339.0,,,,,10.0,3.0,12.0,51.0,MLBBL (Mithila Laghubitta Bikas Bank),3488849840.0,"[{'id': 1421, 'symbol': 'MLBBL', 'sector': 'MICROFINANCE', 'bonus': 15, 'cash': 0.7894, 'total': 15.7894, 'fiscal_year': '2078/2079'}, {'id': 1422, 'symbol': 'MLBBL', 'sector': 'MICROFINANCE', 'bonus': 25, 'cash': 1.3157, 'total': 26.3157, 'fiscal_year': '2077/2078'}, {'id': 1423, 'symbol': 'MLBBL', 'sector': 'MICROFINANCE', 'bonus': 12, 'cash': 0.6315, 'total': 12.631499999999999, 'fiscal_year': '2076/2077'}, {'id': 1424, 'symbol': 'MLBBL', 'sector': 'MICROFINANCE', 'bonus': 15, 'cash': 0.789, 'total': 15.789, 'fiscal_year': '2075/2076'}, {'id': 1425, 'symbol': 'MLBBL', 'sector': 'MICROFINANCE', 'bonus': 10.45, 'cash': 0.54, 'total': 10.989999999999998, 'fiscal_year': '2074/2075'}, {'id': 1426, 'symbol': 'MLBBL', 'sector': 'MICROFINANCE', 'bonus': 15, 'cash': 0.7895, 'total': 15.7895, 'fiscal_year': '2073/2074'}, {'id': 1427, 'symbol': 'MLBBL', 'sector': 'MICROFINANCE', 'bonus': 12.66, 'cash': 0.6666, 'total': 13.326600000000001, 'fiscal_year': '2072/2073'}, {'id': 1428, 'symbol': 'MLBBL', 'sector': 'MICROFINANCE', 'bonus': 20, 'cash': 1.05, 'total': 21.05, 'fiscal_year': '2071/2072'}, {'id': 1429, 'symbol': 'MLBBL', 'sector': 'MICROFINANCE', 'bonus': 20, 'cash': 1.05, 'total': 21.05, 'fiscal_year': '2070/2071'}]",38.24,0.02,0.21,46.54
-1.02,3.99,-10.29,60.71,249.22,-,BY,Accumulation,7869.0,8321.0,6721.0,6326.0,6982.0,76.25%,42.91%,59.52%,93.50%,8.0,8.0,0.0,112.0,MLBS (Manushi Laghubitta Bittiya Sanstha Limited),2452187500.0,,1.8,0.03,0.25,1242.31
-0.81,7.11,2.91,18.16,57.22,-,BY,Distribution,7363.0,8839.0,7273.0,6622.0,5905.0,-5.71%,3.58%,-15.98%,-3.61%,8.0,3.0,12.0,117.0,MLBSL (Mahila Lagubitta Bittiya Sanstha Limited),5308525000.0,"[{'id': 1437, 'symbol': 'MLBSL', 'sector': 'MICROFINANCE', 'bonus': 47.5, 'cash': 2.5, 'total': 50, 'fiscal_year': '2078/2079'}, {'id': 1438, 'symbol': 'MLBSL', 'sector': 'MICROFINANCE', 'bonus': 47.5, 'cash': 2.5, 'total': 50, 'fiscal_year': '2077/2078'}]",67.37,0.03,0.29,36.22
0.14,1.59,-13.87,-0.47,77.37,-,-,Distribution,9778.0,8200.0,7480.0,7459.0,6189.0,41.39%,15.44%,39.77%,52.88%,11.0,4.0,6.0,102.0,MSLB (Mahuli Samudayik Laghubitta Sanstha Ltd.),4745411520.0,"[{'id': 1459, 'symbol': 'MSLB', 'sector': 'MICROFINANCE', 'bonus': 14.25, 'cash': 0.75, 'total': 15, 'fiscal_year': '2078/2079'}, {'id': 1460, 'symbol': 'MSLB', 'sector': 'MICROFINANCE', 'bonus': 26, 'cash': 0, 'total': 26, 'fiscal_year': '2077/2078'}, {'id': 1461, 'symbol': 'MSLB', 'sector': 'MICROFINANCE', 'bonus': 20, 'cash': 1.05, 'total': 21.05, 'fiscal_year': '2076/2077'}, {'id': 1462, 'symbol': 'MSLB', 'sector': 'MICROFINANCE', 'bonus': 20, 'cash': 11.579, 'total': 31.579, 'fiscal_year': '2075/2076'}, {'id': 1463, 'symbol': 'MSLB', 'sector': 'MICROFINANCE', 'bonus': 20, 'cash': 1.05, 'total': 21.05, 'fiscal_year': '2074/2075'}, {'id': 1464, 'symbol': 'MSLB', 'sector': 'MICROFINANCE', 'bonus': 50, 'cash': 10, 'total': 60, 'fiscal_year': '2073/2074'}]",5.56,0.01,0.08,264.81
